person_id,display_name,variants,first_game,last_game,game_count,games,span_years,largest_gap_years,uncertain
joe-waters,Joe Waters,Joe Waters,halo-reach,halo-4,2,halo-reach|halo-4,2,2,False
joe-whitman,Joe Whitman,Joe Whitman,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
joe-winter,Joe Winter,Joe Winter,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joel-corelitz,Joel Corelitz,Joel Corelitz,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joel-day,Joel Day,Joel Day,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
joel-furtado,Joel Furtado,Joel Furtado,halo-4,halo-4,1,halo-4,0,0,False
joel-gifford,Joel Gifford,Joel Gifford,halo-reach,halo-infinite,4,halo-reach|halo-4|halo-5|halo-infinite,11,6,False
joel-heyman,Joel Heyman,Joel Heyman,halo-3,halo-3,1,halo-3,0,0,False
joel-kramer,Joel Kramer,Joel Kramer,halo-5,halo-5,1,halo-5,0,0,False
joel-pelley,Joel Pelley,Joel Pelley,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
joel-valles,Joel Valles,Joel Valles,halo-4,halo-4,1,halo-4,0,0,False
joel-vidmore,Joel Vidmore,Joel Vidmore,halo-4,halo-4,1,halo-4,0,0,False
joel-yarger,Joel Yarger,Joel Yarger,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
joey-adey,Joey Adey,Joey Adey,halo-4,halo-4,1,halo-4,0,0,False
joey-langley,Joey Langley,Joey Langley,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
johan-knivsberg-moe,Johan Knivsberg Moe,Johan Knivsberg Moe,halo-4,halo-4,1,halo-4,0,0,False
johann-tang,Johann Tang,Johann Tang,halo-3,halo-3,1,halo-3,0,0,False
johanne-fratesi,Johanne Fratesi,Johanne Fratesi,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
john-adams,Jonathan Adams,Jonathan Adams|John Adams|John M. Adams,halo-4,halo-infinite,2,halo-4|halo-infinite,9,9,False
john-barclay,John Barclay,John Barclay,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-barrett,John Barrett,John Barrett,halo-5,halo-5,1,halo-5,0,0,False
john-baunsgard,John Baunsgard,John Baunsgard,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-bentley,John Bentley,John Bentley|John Eric Bentley,halo-5,halo-5,1,halo-5,0,0,False
john-bischoff,John Bischoff,John Bischoff,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-bradbury,John Bradbury,John Bradbury,halo-5,halo-5,1,halo-5,0,0,False
john-breese,John Breese,John Breese,halo-5,halo-5,1,halo-5,0,0,False
john-butkus,John Butkus,John Butkus,halo-2,halo-3,2,halo-2|halo-3,3,3,False
john-comstock,John Comstock,John Comstock,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
john-coven,John Coven,John Coven,halo-4,halo-4,1,halo-4,0,0,False
john-coyle,John Coyle,John Coyle,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-cygan,John Cygan,John Cygan,halo-4,halo-4,1,halo-4,0,0,False
john-dennison,John Dennison,John Dennison,halo-4,halo-4,1,halo-4,0,0,False
john-dimaggio,John DiMaggio,John DiMaggio,halo-3,halo-3-odst,2,halo-3|halo-3-odst,2,2,False
john-doyle,John Doyle,John Doyle|Jon Doyle,halo-3,halo-infinite,2,halo-3|halo-infinite,14,14,True
john-dumala,John Dumala,John Dumala,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
john-edwards,John Edwards,John Edwards,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
john-erickson,John Erickson,John Erickson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-evans,John Evans,John Evans|John T. Evans,halo-5,halo-5,1,halo-5,0,0,False
john-evanson,John Evanson,John Evanson,halo-5,halo-5,1,halo-5,0,0,False
john-fasal,John Fasal,John Fasal|John Paul Fasal,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
john-fitzgibbons,John Fitzgibbons,John Fitzgibbons,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-flath,John Flath,John Flath,halo-4,halo-campaign-evolved,4,halo-4|halo-5|halo-infinite|halo-campaign-evolved,14,6,False
john-frey,John Frey,John Frey,halo-ce,halo-ce,1,halo-ce,0,0,False
john-friend,John Friend,John Friend,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
john-gavin-fischer,John Gavin Fischer,John Gavin Fischer,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-graham,John Graham,John Graham,halo-3,halo-3,1,halo-3,0,0,False
john-gronquist,John Gronquist,John Gronquist,halo-3,halo-3-odst,2,halo-3|halo-3-odst,2,2,False
john-grubner,John Grubner,John Grubner,halo-cea,halo-infinite,3,halo-cea|halo-4|halo-infinite,10,9,False
john-guesnier,John Guesnier,John Guesnier,halo-4,halo-4,1,halo-4,0,0,False
john-harris,John Harris,John Harris,halo-3,halo-4,4,halo-3|halo-reach|halo-cea|halo-4,5,3,False
john-hopson,John Hopson,John Hopson,halo-2,halo-reach,4,halo-2|halo-3|halo-3-odst|halo-reach,6,3,False
john-howard,John Howard,John Howard,halo-ce,halo-ce,1,halo-ce,0,0,False
john-hoyle-rymer,John Hoyle Rymer,John Hoyle Rymer,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
john-ikera,John Ikera,John Ikera,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-imus,John Imus,John Imus,halo-4,halo-4,1,halo-4,0,0,False
john-junyszek,John Junyszek,John Junyszek,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
john-kassir,John Kassir,John Kassir,halo-2,halo-5,2,halo-2|halo-5,11,11,False
john-kinzey,John Kinzey,John Kinzey,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
john-konkle,John Konkle,John Konkle|John H Konkle,halo-4,halo-campaign-evolved,6,halo-4|halo-mcc|halo-5|halo-mcc-2021|halo-infinite|halo-campaign-evolved,14,6,False
john-loranger,John Loranger,John Loranger,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-martini,John Martini,John Martini,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-michael-higgins,John Michael Higgins,John Michael Higgins,halo-2,halo-2,1,halo-2,0,0,False
john-michael-taha-carreon,John Michael Taha Carreon,John Michael Taha Carreon,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
john-mulkey,John Mulkey,John Mulkey,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-nelson,John Nelson,John Nelson,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-noonan,John Noonan,John Noonan,halo-4,halo-4,1,halo-4,0,0,False
john-numata,John Numata,John Numata,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-osullivan,John O'Sullivan,John O'Sullivan,halo-cea,halo-cea,1,halo-cea,0,0,False
john-patrick-lowrie,John Patrick Lowrie,John Patrick Lowrie,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
john-pickens,John Pickens,John Pickens,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-prestage,John Prestage,John Prestage,halo-5,halo-5,1,halo-5,0,0,False
john-reitenbach,John Reitenbach,John Reitenbach,halo-4,halo-4,1,halo-4,0,0,False
john-roesch-mpse,John Roesch,John Roesch|John Roesch MPSE,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
john-ryan,John Ryan,John Ryan,halo-5,halo-5,1,halo-5,0,0,False
john-shirkey,John Shirkey,John Shirkey,halo-4,halo-4,1,halo-4,0,0,False
john-stamos,John Stamos,John Stamos,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-stvan,John Stvan,John Stvan,halo-reach,halo-reach,1,halo-reach,0,0,False
john-velazquez,John Velazquez,John Velazquez,halo-3,halo-3-odst,2,halo-3|halo-3-odst,2,2,False
john-w-chapman,John W. Chapman,John W. Chapman,halo-5,halo-5,1,halo-5,0,0,False
john-wallin-liberto,John Wallin Liberto,John Wallin Liberto|John Salvatore Wallin Liberto,halo-4,halo-4,1,halo-4,0,0,False
john-walsh,John Walsh,John Walsh,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-wilson,John Wilson,John Wilson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
john-wong,John Wong,John Wong,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
john-yip,John Yip,John Yip,halo-3,halo-5,2,halo-3|halo-5,8,8,False
john-zagorski,John Zagorski,John Zagorski,halo-cea,halo-4,2,halo-cea|halo-4,1,1,False
john-zhang,John Zhang,John Zhang,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
johnathan-chu,Johnathan Chu,Johnathan Chu,halo-cea,halo-cea,1,halo-cea,0,0,False
johnathon-jacques,Johnathon Jacques,Johnathon Jacques,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
johnney-nguyen,Johnney Nguyen,Johnney Nguyen,halo-3,halo-3-odst,2,halo-3|halo-3-odst,2,2,False
johnny-le,Johnny Le,Johnny Le,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
johnny-p-van-zelm,Johnny P. van Zelm,Johnny P. van Zelm,halo-4,halo-4,1,halo-4,0,0,False
johnny-renquist,Johnny Renquist,Johnny Renquist,halo-reach,halo-reach,1,halo-reach,0,0,False
jolanta-pers,Jolanta Pers,Jolanta Pers,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
joleen-lundberg,Joleen Lundberg,Joleen Lundberg,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jomo-kangethe,Jomo Kangethe,Jomo Kangethe,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-adams,Jon Adams,Jon Adams,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-beeston,Jon Beeston,Jon Beeston,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-berezan,Jon Berezan,Jon Berezan,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-boulanger,Jon Boulanger,Jon Boulanger,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
jon-cable,Jon Cable,Jon Cable,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
jon-head,Jon Head,Jon Head,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-huertas,Jon Huertas,Jon Huertas,halo-reach,halo-campaign-evolved,2,halo-reach|halo-campaign-evolved,16,16,False
jon-jordan,Jon Jordan,Jon Jordan,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jon-kimmich,Jon Kimmich,Jon Kimmich,halo-ce,halo-ce,1,halo-ce,0,0,False
jon-koelzer,Jon Koelzer,Jon Koelzer,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-lancelle,Jon Lancelle,Jon Lancelle,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jon-lobaugh,Jonathan Lobaugh,Jonathan Lobaugh|Jon Lobaugh,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
jon-malloy,Jon Malloy,Jon Malloy|Jonathan Malloy,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-olson,Jon Olson,Jon Olson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-price,Jon Price,Jon Price,halo-3,halo-3,1,halo-3,0,0,False
jon-racine,Jon Racine,Jon Racine,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-rasmussen,Jon Rasmussen,Jon Rasmussen,halo-4,halo-4,1,halo-4,0,0,False
jon-stevens,Jon Stevens,Jon Stevens|Jon David Stevens,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jon-vincent,Jon Vincent,Jon Vincent,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jon-weisnewski,Jon Weisnewski,Jon Weisnewski,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
jon-wood,Jonathan Wood,Jonathan Wood|Jonathan Woods|Jon Wood,halo-4,halo-5,2,halo-4|halo-5,3,3,False
jon-worthington,Jon Worthington,Jon Worthington,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jon-yeo,Jon Yeo,Jon Yeo,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jona-akelipa,Jona Akelipa,Jona Akelipa,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonas-keating,Jonas Keating,Jonas Keating,halo-4,halo-4,1,halo-4,0,0,False
jonathan-abenhaim,Jonathan Abenhaim,Jonathan Abenhaim,halo-3,halo-3,1,halo-3,0,0,False
jonathan-aube,Jonathan Aube,Jonathan Aube,halo-4,halo-5,2,halo-4|halo-5,3,3,False
jonathan-bercu,Jonathan Bercu,Jonathan Bercu,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
jonathan-borrayo,Jonathan Borrayo,Jonathan Borrayo,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-castro-chico,Jonathan Castro Chico,Jonathan Castro Chico,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-evansjones,Jonathan Evans-Jones,Jonathan Evans-Jones,halo-5,halo-5,1,halo-5,0,0,False
jonathan-falomir,Jonathan Falomir,Jonathan Falomir,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-ficcadenti,Jonathan Ficcadenti,Jonathan Ficcadenti,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jonathan-fourie,Jonathan Fourie,Jonathan Fourie,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-gage,Jonathan Gage,Jonathan Gage,halo-4,halo-mcc-2021,2,halo-4|halo-mcc-2021,9,9,False
jonathan-goff,Jonathan Goff,Jonathan Goff,halo-4,halo-4,1,halo-4,0,0,False
jonathan-graham,Jonathan Graham,Jonathan Graham,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-green,Jonathan Green,Jonathan Green,halo-reach,halo-reach,1,halo-reach,0,0,False
jonathan-grover,Jonathan Grover,Jonathan Grover,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jonathan-kinsley,Jonathan Kinsley,Jonathan Kinsley,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-kubo,Jonathan Kubo,Jonathan Kubo,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
jonathan-lee,Jonathan Lee,Jonathan Lee,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-lindblom,Jonathan Lindblom,Jonathan Lindblom,halo-5,halo-5,1,halo-5,0,0,False
jonathan-marchlik,Jonathan Marchlik,Jonathan Marchlik,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jonathan-ochs,Jonathan Ochs,Jonathan Ochs|Johnathan Ochs,halo-4,halo-4,1,halo-4,0,0,False
jonathan-okleberry,Jonathan Okleberry,Jonathan Okleberry,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-pedrosojodry,Jonathan Pedroso-Jodry,Jonathan Pedroso-Jodry,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
jonathan-peros,Jonathan Peros,Jonathan Peros,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jonathan-poiana,Jonathan Poiana,Jonathan Poiana,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-ray,Jonathan Ray,Jonathan Ray,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-ring,Jonathan Ring,Jonathan Ring,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jonathan-rowe,Jonathan Rowe,Jonathan Rowe,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jonathan-savoie,Jonathan Savoie,Jonathan Savoie,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
jonathan-schwartz,Jonathan Schwartz,Jonathan Schwartz|John Schratz,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
jonathan-segall,Jonathan Segall,Jonathan Segall,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
jonathan-strange,Jonathan Strange,Jonathan Strange,halo-5,halo-5,1,halo-5,0,0,False
jonathan-tang,Jonathan Tang,Jonathan Tang,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jonathan-tims,Jonathan Tims,Jonathan Tims,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-tittley,Jonathan Tittley,Jonathan Tittley,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-vega,Jonathan Vega,Jonathan Vega,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-villariasa,Jonathan Villariasa,Jonathan Villariasa,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-vossler,Jonathan Vossler,Jonathan Vossler,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-w-hathaway,Jon Hathaway,Jon Hathaway|Jonathan W. Hathaway,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
jonathan-wilhite,Jonathan Wilhite,Jonathan Wilhite,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathan-williams,Jonathan Williams,Jonathan Williams,halo-5,halo-5,1,halo-5,0,0,False
jonathon-chavez,Jonathon Chavez,Jonathon Chavez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonathon-doggs,Jonathon Doggs,Jonathon Doggs,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jonathon-rook,Jonathon Rook,Jonathon Rook|Jon Rook,halo-4,halo-4,1,halo-4,0,0,False
jonathon-smucker,Jonathon Smucker,Jonathon Smucker,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jonny-severn,Jonny Severn,Jonny Severn,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonny-stacey,Jonny Stacey,Jonny Stacey,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jono-lee,Jono Lee,Jono Lee,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jonty-barnes,Jonty Barnes,Jonty Barnes,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
joon-kim,Joon Kim,Joon Kim,halo-4,halo-4,1,halo-4,0,0,False
joon-sim,Joon Sim,Joon Sim,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
joon-yang,Joon Yang,Joon Yang,halo-3,halo-3,1,halo-3,0,0,False
joram-forcado,Joram Forcado,Joram Forcado,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
joram-jacob-cruz,Joram Jacob Cruz,Joram Jacob Cruz|Joram Jacob L. Cruz,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-anderson,Jordan Anderson,Jordan Anderson,halo-4,halo-4,1,halo-4,0,0,False
jordan-brown,Jordan Brown,Jordan Brown,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-charette,Jordan Charette,Jordan Charette,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-crockett,Jordan Crockett,Jordan Crockett,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-cumming,Jordan Cumming,Jordan Cumming,halo-4,halo-4,1,halo-4,0,0,False
jordan-garvey,Jordan Garvey,Jordan Garvey,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-heredia,Jordan Heredia,Jordan Heredia,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-higgins,Jordan Higgins,Jordan Higgins,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-kulm,Jordan Kulm,Jordan Kulm,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-pack,Jordan Pack,Jordan Pack,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-parker,Jordan Parker,Jordan Parker,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-randolph,Jordan Randolph,Jordan Randolph,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jordan-rathburn,Jordan Rathburn,Jordan Rathburn,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-roher,Jordan Roher,Jordan Roher,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
jordan-s-lewis,Jordan Lewis,Jordan Lewis|Jordan S. Lewis,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
jordan-saunders,Jordan Saunders,Jordan Saunders,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-seigel,Jordan Seigel,Jordan Seigel,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jordan-stephens,Jordan Stephens,Jordan Stephens,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jorge-barboza,Jorge Barboza,Jorge Barboza,halo-4,halo-4,1,halo-4,0,0,False
jorge-gonzalez-hidalgo,Jorge González Hidalgo,Jorge González Hidalgo,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jorge-javan-monsivais-bernal,Jorge Javan Monsivais Bernal,Jorge Javan Monsivais Bernal,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jorge-sanchez,Jorge Sánchez,Jorge Sánchez,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
jose-bello,Jose Bello,Jose Bello,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
jose-daniel-sanchez-lopez,José Daniel Sánchez López,José Daniel Sánchez López,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jose-domato,Jose Domato,Jose Domato,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jose-gamboa,Jose Gamboa,Jose Gamboa,halo-4,halo-4,1,halo-4,0,0,False
jose-gonzalez,Jose Gonzalez,Jose Gonzalez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jose-ignacio-hualde,Jose Ignacio Hualde,Jose Ignacio Hualde,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
jose-manuel-linares-lopez,Jose Manuel Linares Lopez,Jose Manuel Linares Lopez,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
jose-martinez,Jose Martinez,Jose Martinez|Jose Vicente de María Martínez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jose-rivera,Jose Rivera,Jose Rivera,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jose-rivera-zambrano,Jose Rivera-Zambrano,Jose Rivera-Zambrano|Jose Rivera Zambrano,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
jose-simbulan,Jose Simbulan,Jose Simbulan,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
jose-torres-ruiz,Jose Torres Ruiz,Jose Torres Ruiz,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
josef-bsharah,Josef Bsharah,Josef Bsharah,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joseph-ainsworth,Joseph Ainsworth,Joseph Ainsworth,halo-reach,halo-reach,1,halo-reach,0,0,False
joseph-baca,Joseph Baca,Joseph Baca,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
joseph-cheng,Joseph Cheng,Joseph Cheng,halo-5,halo-infinite,3,halo-5|halo-mcc-2021|halo-infinite,6,6,False
joseph-chisholm,Joseph Chisholm,Joseph Chisholm,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
joseph-cuen,Joseph Cuen,Joseph Cuen,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
joseph-e-ezell,Joseph E Ezell,Joseph E Ezell,halo-2,halo-2,1,halo-2,0,0,False
joseph-harford,Joseph Harford,Joseph Harford,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joseph-hayashi,Joseph Hayashi,Joseph Hayashi,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
joseph-hill,Joseph Hill,Joseph Hill,halo-4,halo-4,1,halo-4,0,0,False
joseph-hoback,Joseph Hoback,Joseph Hoback,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
joseph-keigher,Joseph Keigher,Joseph Keigher,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
joseph-may,Joseph May,Joseph May,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
joseph-mendez,Joseph Mendez,Joseph Mendez,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
joseph-moyle,Joseph Moyle,Joseph Moyle,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joseph-nguyen,Joseph Nguyen,Joseph Nguyen,halo-4,halo-4,1,halo-4,0,0,False
joseph-olson,Joseph Olson,Joseph Olson|Joe Olson,halo-4,halo-4,1,halo-4,0,0,False
joseph-perez,Joseph Perez,Joseph Perez,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
joseph-ross,Joseph Ross,Joseph Ross,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
joseph-smock,Joseph Smock,Joseph Smock,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joseph-spataro,Joseph Spataro,Joseph Spataro|Joe Spataro,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
joseph-staten,Joseph Staten,Joseph Staten|Joe Staten,halo-ce,halo-campaign-evolved,9,halo-ce|halo-2|halo-3|halo-3-odst|halo-reach|halo-5|halo-mcc-2021|halo-infinite|halo-campaign-evolved,25,6,False
joseph-still,Joseph Still,Joseph Still,halo-4,halo-4,1,halo-4,0,0,False
joseph-thompson-ii,Joseph Thompson II,Joseph Thompson II,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
joseph-tung,Joseph Tung,Joseph Tung,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
josh-bell,Josh Bell,Josh Bell,halo-4,halo-campaign-evolved,4,halo-4|halo-5|halo-infinite|halo-campaign-evolved,14,6,False
josh-corn,Josh Corn,Josh Corn,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
josh-dean,Josh Dean,Josh Dean,halo-5,halo-campaign-evolved,3,halo-5|halo-infinite|halo-campaign-evolved,11,6,False
josh-dime,Josh Dime,Josh Dime,halo-4,halo-4,1,halo-4,0,0,False
josh-eash,Josh Eash,Josh Eash,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
josh-fogle,Josh Fogle,Josh Fogle,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
josh-fortt,Josh Fortt,Josh Fortt,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
josh-fuller,Josh Fuller,Josh Fuller,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
josh-gregory,Josh Gregory,Josh Gregory,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
josh-hamrick,Josh Hamrick,Josh Hamrick,halo-reach,halo-reach,1,halo-reach,0,0,False
josh-harvey,Josh Harvey,Josh Harvey|Josh Edward Harvey,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
josh-heisey,Josh Heisey,Josh Heisey,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
